,Journal,Date,Général,Section analytique,Libellé,Débit,Crédit,POSTE,SOUS POSTE
191,ACH,2020-05-01,616120,20-STRUCT0,ALLIANZ,109.71,0.0,,
192,ACH,2020-05-01,616120,20-STRUCT0,ALLIANZ,93.08,0.0,,
193,ACH,2020-05-01,616120,20-STRUCT0,ALLIANZ,123.71,0.0,,
194,ACH,2020-05-01,616000,20-STRUCT0,ALLIANZ,74.5,0.0,,
195,ACH,2020-05-01,616120,20-STRUCT0,ALLIANZ,139.88,0.0,,
196,ACH,2020-05-01,616120,20-STRUCT0,ALLIANZ,343.46,0.0,,
197,ACH,2020-05-01,616120,20-STRUCT0,ALLIANZ,328.99,0.0,,
198,ACH,2020-05-01,616120,20-STRUCT0,ALLIANZ,328.99,0.0,,
199,ACH,2020-05-01,613110,20-STRUCT0,CABINET PORTLAND,1500.0,0.0,,
200,ACH,2020-05-05,616120,20-STRUCT0,ALLIANZ,83.17,0.0,,
201,ACH,2020-05-05,616120,20-STRUCT0,ALLIANZ,80.93,0.0,,
202,ACH,2020-05-05,612306,20-STRUCT0,DIAC,381.1,0.0,,
203,ACH,2020-05-05,616120,20-STRUCT0,DIAC,36.53,0.0,,
204,ACH,2020-05-05,616120,20-STRUCT0,ALLIANZ,268.18,0.0,,
205,ACH,2020-05-07,626100,20-STRUCT0,ORANGE,163.0,0.0,,
206,ACH,2020-05-12,606400,20-STRUCT0,NDF BERTRAND,57.43,0.0,,
207,ACH,2020-05-15,606100,20-STRUCT0,NDF BAYRAM CALISKAN,33.25,0.0,,
208,ACH,2020-05-15,606400,20-STRUCT0,LA POSTE,5.87,0.0,,
209,ACH,2020-05-15,612305,20-STRUCT0,VIAXEL,229.7,0.0,,
210,ACH,2020-05-15,616120,20-STRUCT0,VIAXEL,21.61,0.0,,
211,ACH,2020-05-15,606100,20-STRUCT0,TOTAL,860.5,0.0,,
212,ACH,2020-05-15,601950,20-STRUCT0,PROLIANS,440.99,0.0,,
213,ACH,2020-05-18,606300,20-STRUCT0,BOULANGER,216.63,0.0,,
214,ACH,2020-05-20,615000,20-STRUCT0,RENAULT - ARCADES DES NATIONS,21.64,0.0,,
215,ACH,2020-05-22,606400,20-STRUCT0,DIRECT FOURNITURES,110.41,0.0,,
216,ACH,2020-05-25,612301,20-STRUCT0,CREDIPAR,312.45,0.0,,
217,ACH,2020-05-25,616120,20-STRUCT0,CREDIPAR,84.18,0.0,,
218,ACH,2020-05-25,612303,20-STRUCT0,CREDIPAR,329.97,0.0,,
219,ACH,2020-05-25,616120,20-STRUCT0,CREDIPAR,93.9,0.0,,
220,ACH,2020-05-25,612302,20-STRUCT0,CREDIPAR,312.45,0.0,,
221,ACH,2020-05-25,616120,20-STRUCT0,CREDIPAR,84.18,0.0,,
222,ACH,2020-05-29,606400,20-STRUCT0,DOMAINE ACHAT,19.8,0.0,,
223,ACH,2020-05-30,611441,20-STRUCT0,MPC SANDRINE,2730.0,0.0,,
224,ACH,2020-05-30,611442,20-STRUCT0,NHP NETTOYAGE BUREAU,173.88,0.0,,
225,ACH,2020-05-31,613102,20-STRUCT0,LOXAM,1075.73,0.0,,
226,ACH,2020-05-31,622600,20-STRUCT0,ASF GROUPE AO2C,658.0,0.0,,
227,ACH,2020-05-31,606100,20-STRUCT0,TOTAL,884.41,0.0,,
228,ACH,2020-05-31,611443,20-STRUCT0,INCUBES,95.0,0.0,,
229,ACH,2020-05-31,645700,20-STRUCT0,APST,194.29,0.0,,
230,ACH,2020-06-01,613512,20-STRUCT0,HILTI,2367.81,0.0,,
231,ACH,2020-06-01,613512,20-STRUCT0,HILTI,95.0,0.0,,
232,ACH,2020-06-01,626100,20-STRUCT0,SFR,350.81,0.0,,
233,ACH,2020-06-01,613200,20-STRUCT0,SCI DES ARTISANS / JUM IMMO,1675.66,0.0,,
234,ACH,2020-06-01,614000,20-STRUCT0,SCI DES ARTISANS / JUM IMMO,300.0,0.0,,
235,ACH,2020-06-01,616120,20-STRUCT0,NATIOCREDIMURS - VU PEUGEOT EXPERT,17.98,0.0,,
236,ACH,2020-06-01,612500,20-STRUCT0,NATIOCREDIMURS - VU PEUGEOT EXPERT,349.42,0.0,,
237,ACH,2020-06-01,616120,20-STRUCT0,ALLIANZ,109.71,0.0,,
238,ACH,2020-06-01,616120,20-STRUCT0,ALLIANZ,93.08,0.0,,
239,ACH,2020-06-01,616120,20-STRUCT0,ALLIANZ,123.71,0.0,,
240,ACH,2020-06-01,616120,20-STRUCT0,ALLIANZ,139.88,0.0,,
241,ACH,2020-06-01,616000,20-STRUCT0,ALLIANZ,74.5,0.0,,
242,ACH,2020-06-01,616120,20-STRUCT0,ALLIANZ,343.46,0.0,,
243,ACH,2020-06-01,616120,20-STRUCT0,ALLIANZ,328.99,0.0,,
244,ACH,2020-06-01,616120,20-STRUCT0,ALLIANZ,328.99,0.0,,
245,ACH,2020-06-02,606400,20-STRUCT0,LA POSTE,5.45,0.0,,
246,ACH,2020-06-02,606400,20-STRUCT0,INFOGREFFE,2.94,0.0,,
247,ACH,2020-06-03,606400,20-STRUCT0,METRO,108.48,0.0,,
248,ACH,2020-06-03,616120,20-STRUCT0,DIAC,36.53,0.0,,
249,ACH,2020-06-03,612306,20-STRUCT0,DIAC,381.1,0.0,,
250,ACH,2020-06-05,615000,20-STRUCT0,ATEC SARL,45.83,0.0,,
251,ACH,2020-06-05,615000,20-STRUCT0,JET PNEU,175.0,0.0,,
252,ACH,2020-06-05,616120,20-STRUCT0,ALLIANZ,83.17,0.0,,
253,ACH,2020-06-05,616120,20-STRUCT0,ALLIANZ,80.93,0.0,,
254,ACH,2020-06-05,616120,20-STRUCT0,ALLIANZ,268.18,0.0,,
255,ACH,2020-06-08,626100,20-STRUCT0,ORANGE,182.22,0.0,,
256,ACH,2020-06-13,611444,20-STRUCT0,CETP - METREE,1900.0,0.0,,
257,ACH,2020-06-15,612305,20-STRUCT0,VIAXEL,229.7,0.0,,
258,ACH,2020-06-15,616120,20-STRUCT0,VIAXEL,21.61,0.0,,
259,ACH,2020-06-15,606400,20-STRUCT0,PROLIANS,173.0,0.0,,
260,ACH,2020-06-15,606100,20-STRUCT0,TOTAL,869.36,0.0,,
261,ACH,2020-06-15,645700,20-STRUCT0,APST,189.63,0.0,,
262,ACH,2020-06-16,601950,20-STRUCT0,AMAZON,211.12,0.0,,
263,ACH,2020-06-17,601000,20-STRUCT0,NDF,22.41,0.0,,
264,ACH,2020-06-18,606400,20-STRUCT0,BRUNEAU,433.05,0.0,,
265,ACH,2020-06-20,616110,20-STRUCT0,SMA BTP - COTISATION PROVISIONNELLE,13184.58,0.0,,
266,ACH,2020-06-21,606102,20-STRUCT0,EDF BUREAU,28.89,0.0,,
267,ACH,2020-06-22,611444,20-STRUCT0,CETP - METREE,2300.0,0.0,,
268,ACH,2020-06-24,606400,20-STRUCT0,LA POSTE,54.41,0.0,,
269,ACH,2020-06-25,616120,20-STRUCT0,CREDIPAR,84.18,0.0,,
270,ACH,2020-06-25,612301,20-STRUCT0,CREDIPAR,312.45,0.0,,
271,ACH,2020-06-25,616120,20-STRUCT0,CREDIPAR,93.9,0.0,,
272,ACH,2020-06-25,612303,20-STRUCT0,CREDIPAR,329.97,0.0,,
273,ACH,2020-06-25,612302,20-STRUCT0,CREDIPAR,312.45,0.0,,
274,ACH,2020-06-25,616120,20-STRUCT0,CREDIPAR,84.18,0.0,,
275,ACH,2020-06-26,615000,20-STRUCT0,DC AUTOMOBILES,1275.34,0.0,,
276,ACH,2020-06-27,606400,20-STRUCT0,ATTESTATION LEGALE,348.0,0.0,,
277,ACH,2020-06-29,611441,20-STRUCT0,MPC SANDRINE,3675.0,0.0,,
278,ACH,2020-06-30,611439,20-STRUCT0,GET CARRIERES,3650.0,0.0,,
279,ACH,2020-06-30,622600,20-STRUCT0,ASF GROUPE AO2C,2355.0,0.0,,
